data/id,data/source,data/target,data/line_name_k,data/is_bullet,data/lon,data/company_name_k,data/zoom,data/SUID,data/company_type,data/company_name_h,data/interaction,data/shared_interaction,data/company_url,data/line_name,data/selected,data/company_name,data/company_cd,data/name,data/rr_cd,data/company_name_r,data/e_status_x,data/shared_name,data/lat,data/e_status_y,data/line_name_h,selected
13479,2987,2988,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13479,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131501 (11315) 1131502,11,JR東日本,0,1131501 (11315) 1131502,35.782572650078514,0,JR青梅線,false
13480,2988,2989,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13480,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131502 (11315) 1131503,11,JR東日本,0,1131502 (11315) 1131503,35.782572650078514,0,JR青梅線,false
13485,2993,2994,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13485,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131507 (11315) 1131508,11,JR東日本,0,1131507 (11315) 1131508,35.782572650078514,0,JR青梅線,false
13486,2994,2995,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13486,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131508 (11315) 1131509,11,JR東日本,0,1131508 (11315) 1131509,35.782572650078514,0,JR青梅線,false
13487,2995,2996,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13487,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131509 (11315) 1131510,11,JR東日本,0,1131509 (11315) 1131510,35.782572650078514,0,JR青梅線,false
13488,2996,2997,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13488,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131510 (11315) 1131511,11,JR東日本,0,1131510 (11315) 1131511,35.782572650078514,0,JR青梅線,false
13481,2989,2990,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13481,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131503 (11315) 1131504,11,JR東日本,0,1131503 (11315) 1131504,35.782572650078514,0,JR青梅線,false
13482,2990,2991,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13482,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131504 (11315) 1131505,11,JR東日本,0,1131504 (11315) 1131505,35.782572650078514,0,JR青梅線,false
13483,2991,2992,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13483,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131505 (11315) 1131506,11,JR東日本,0,1131505 (11315) 1131506,35.782572650078514,0,JR青梅線,false
13484,2992,2993,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13484,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131506 (11315) 1131507,11,JR東日本,0,1131506 (11315) 1131507,35.782572650078514,0,JR青梅線,false
13566,3079,3080,ジョウバンセン,false,139.92381250144126,ジェイアールヒガシニホン,11,13566,1,東日本旅客鉄道株式会社,11320,11320,http://www.jreast.co.jp/,JR常磐線(上野～取手),false,JR東日本,2,1132003 (11320) 1132004,11,JR東日本,0,1132003 (11320) 1132004,35.8197193273695,0,JR常磐線(上野～取手),false
13567,3080,3081,ジョウバンセン,false,139.92381250144126,ジェイアールヒガシニホン,11,13567,1,東日本旅客鉄道株式会社,11320,11320,http://www.jreast.co.jp/,JR常磐線(上野～取手),false,JR東日本,2,1132004 (11320) 1132005,11,JR東日本,0,1132004 (11320) 1132005,35.8197193273695,0,JR常磐線(上野～取手),false
13564,3077,3078,ジョウバンセン,false,139.92381250144126,ジェイアールヒガシニホン,11,13564,1,東日本旅客鉄道株式会社,11320,11320,http://www.jreast.co.jp/,JR常磐線(上野～取手),false,JR東日本,2,1132001 (11320) 1132002,11,JR東日本,0,1132001 (11320) 1132002,35.8197193273695,0,JR常磐線(上野～取手),false
